,Unnamed: 0,date,title,category,body,source
119,119,March 13,Bahrain and Vietnam GPs Off Because of Coronavirus Outbreak,Sports,"The Bahrain and Vietnam Grand Prix races were postponed Friday because of the coronavirus outbreak, the third and fourth races of the Formula One season to be called off.",By Reuters
120,120,March 13,Bahrain and Vietnam GPs Off Because of Coronavirus Outbreak,Sports,"The Bahrain and Vietnam Grand Prix races were postponed Friday because of the coronavirus outbreak, the third and fourth races of the Formula One season to be called off.",By Reuters
121,121,1h ago,McCarran Air Traffic Controller 'Potentially' Tests Positive for Virus,U.S.,"An air traffic controller at McCarran International Airport in Las Vegas ""potentially tested positive for the COVID-19 virus"", leading to the temporary closure of its air traffic control tower, the U.S. Federal Aviation Administration said on Thursday. ",By Reuters
122,122,March 17,Sobering Coronavirus Study Prompted Britain to Toughen Its Approach,Europe,A crucial projection study that helped convince the British government to impose more stringent measures to contain COVID-19 painted a worst case picture of hundreds of thousands of deaths and a health service overwhelmed with severely sick patients.,By Reuters
123,123,March 16,G7 Leaders Say Response to Coronavirus Outbreak Is 'Foremost Priority',U.S.,Leaders of the Group of Seven countries said on Monday they are making their response to the coronavirus pandemic a priority and will coordinate public health measures to help stabilize the global economy.,By Reuters
124,124,March 16,Colombia to Close Borders to Prevent Spread of Coronavirus,Americas,"Colombia will close its borders from Tuesday to prevent the spread of coronavirus and will keep them shut until May 30, President Ivan Duque said on Monday.",By Adam Westbrook
125,125,March 6,"Washington State Announces New Coronavirus Death, 15th in U.S.",Politics,"A hospital in Washington state said on Friday that a 12th person had died there from coronavirus, bringing to 15 the total deaths from the respiratory illness in the United States.",By Reuters
126,126,March 12,People Around the World Are Panic-Buying … Toilet Paper?,Opinion,It’s important to stock up on some things while waiting out Covid-19. But hoarding unnecessary items can deplete the supply for everyone else.,By Katherine Oung
127,127,March 6,"G20 Finance Leaders Pledge 'Appropriate' Fiscal, Monetary Actions in Coronavirus Response",U.S.,"G20 finance ministers and central bank governors on Friday pledged to take ""appropriate"" fiscal and monetary measures in responding to the coronavirus outbreak and to protect economic growth against shocks.",By Reuters
128,128,March 14,Coronavirus Racism Infected My High School,Opinion,A Chinese-American teenager on what she and her friends are encountering during the outbreak.,By Reuters
129,129,March 7,Australia Ramps Up Epidemic Preparation as Third Man Dies of Coronavirus,Asia Pacific,"A man in his 80s died in a Sydney hospital after testing positive to COVID-19, becoming the third coronavirus-related casualty in Australia, state health authorities said on Sunday. ",By The Associated Press
130,130,March 7,U.S. Says It Is Tracking Ship That May Have Shared Crew With Coronavirus-Hit Cruise Liner,Business,"The United States is tracking a cruise ship that may have shared crew members with a ship carrying people who tested positive for COVID-19, Vice President Mike Pence said on Saturday.",By James Gorman
131,131,March 18,The Latest: Merkel: Germany Facing Top Challenge Since WWII,Business,"The Latest on the coronavirus  pandemic, which has infected more than 207,000 people and killed more than 8,200.",By Reuters
132,132,Feb. 27,"China’s Ban on Wildlife Trade a Big Step, but Has Loopholes, Conservationists Say",Science,"The coronavirus epidemic prompted China to permanently ban trade of wild animals as food, but not for medicinal use.",By Reuters
133,133,2020-03-19,Connecticut Reports First Coronavirus Death,U.S.,"Connecticut reported its first coronavirus-related death on Wednesday, saying a man in his 80s who had been living in a retirement facility had passed away due to complications from the COVID-19 disease.",By Reuters
134,134,March 10,Singapore Charges Visitors for Coronavirus Treatment After Imported Indonesian Cases,Europe,"Singapore has started charging visitors for coronavirus treatment, the city-state said as it reported new imported infections involving people who had traveled from neighboring Indonesia.",By Reuters
135,135,March 12,"Eli Lilly, AbCellera Biologics to Co-Develop Coronavirus Therapies",U.S.,"Eli Lilly Co and privately-held AbCellera Biologics Inc on Thursday announced they would co-develop antibody products for the treatment of COVID-19, a flu-like disease caused by the fast-spreading coronavirus.",By Reuters
136,136,March 13,White House Convenes Meeting After Brazilian President's Positive Coronavirus Test-Fox,Americas,"The White House on Friday is convening an urgent meeting after  Brazilian President Jair Bolsonaro, who met with U.S. President Donald Trump, tested positive for the coronavirus, Fox Business Network reported on Friday. ",By Reuters
137,137,March 12,Trump Suggests One-Year Delay for Tokyo 2020 Olympics,Olympics,"U.S. President Donald Trump on Thursday said officials should consider delaying the Tokyo 2020 Olympic Games for one year amid the global coronavirus outbreak, saying the event would not be the same without spectators. ",By Reuters
138,138,March 16,"Washington State Announces Six More Deaths From Coronavirus, Death Toll in State Now at 48",U.S.,Washington state health officials said on Monday that the death toll from coronavirus in the state had risen by six to a total of 48.,By Reuters
139,139,March 14,Ten More People Die in England From Coronavirus-Health Service,Europe,"Health authorities in England announced on Saturday a further 10 deaths caused by coronavirus, almost doubling the number of fatalities in Britain since Friday.",By Reuters
140,140,March 13,HSBC Employee in Its Dubai Office Has Coronavirus,Business,"An employee in HSBC's office in Dubai has been diagnosed with coronavirus, a spokesman for the bank confirmed on Friday in response to a Reuters inquiry.","By Ezekiel J. Emanuel, James Phillips and Govind Persad"
141,141,March 6,'Fear of the Unknown': U.S. Pregnant Women Worried by Lack of Virus Research,U.S.,"After the first two cases of the novel coronavirus in the state of Georgia were confirmed this week, Leigh Creel, who is 20 weeks pregnant and lives outside Atlanta, made a nervous phone call to her doctor to ask about the risk to her and her fetus. ",By Reuters
142,142,March 12,How the Coronavirus May Force Doctors to Decide Who Can Live and Who Dies,Opinion,"In the face of overwhelming demand and limited resources, health care would need to be rationed, with agonizing decisions.",By Reuters
143,143,March 10,"WTO Has Coronavirus Case, Is 'Taking All Precautions': Spokesman",Asia Pacific,"A staff member of the World Trade Organization (WTO) has been infected with COVID-19, a spokesman said on Tuesday, adding that the Geneva-based organization was ""taking all precautions necessary"".",By Reuters
144,144,1h ago,Diamond Princess Critic Says Tokyo Olympics Should Be Halted,Asia Pacific,The Japanese doctor who created a media firestorm with videos criticizing the quarantine of a coronavirus-stricken cruise ship said he now believes the Tokyo 2020 Olympics should not go on.,By Reuters
145,145,March 18,State Visit by Spanish Royal Couple Postponed: White House,Europe,"The April 21 state visit by Spain's King Felipe VI and Queen Letizia to the White House has been postponed as both countries work on their response to the coronavirus, the White House said on Wednesday.",By Reuters
146,146,March 9,"Health Secretary Says U.S. Working Aggressively on Coronavirus, After Markets Drop",U.S.,"U.S. Health Secretary Alex Azar said President Donald Trump's administration is working aggressively on the coronavirus disease spreading worldwide, after he was asked on a media conference call to respond to the stock market plunging on coronavirus fears.",By Reuters
147,147,March 9,EU Leaders Set to Hold Emergency Talks Over Coronavirus,Europe,"European Union leaders are set to hold a teleconference ""shortly"" to discuss a coordinated EU response to the coronavirus outbreak, the president of the European Council Charles Michel said on Monday.",By The Associated Press
148,148,March 16,Google Coronavirus Website Touted by Trump Opens for Two California Counties,Technology,Google sister company Verily launched a website late on Sunday that invites adults in northern California to answer questions about their recent health and travel that could result in their getting a free coronavirus test.,By The Associated Press
